"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Eritrea","ERI","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.3417","0.3399","0.3217","0.3246","0.3172","0.3017","0.294","0.249","0.2587","0.2868","0.3011","0.3395","0.3176","0.3225","0.3238","0.3332","0.2914","0.2966","0.3056","0.313","0.3292","0.3782","0.4911","0.6836","0.7708","0.834","0.9172","0.8588","0.6394","0.6793","0.6703","0.7353","0.7256","0.7004","0.7174","0.6042","0.5434","0.5301","0.4631","0.4809","0.5168","0.6166","0.6343","0.5936","0.5956","0.5776","0.5972","0.5861","0.6551","0.6736","0.6715","0.7119","0.7499","0.7642","0.778","",
"Spain","ESP","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","142.8352","139.4015","151.7023","164.5273","176.8972","182.7032","200.8451","192.7329","191.4997","203.1846","212.8853","218.5206","212.0279","215.1395","204.2279","197.4593","201.3027","202.4662","206.6193","224.914","229.4678","237.4535","245.4839","231.1055","242.1689","255.0491","244.7984","263.9908","272.6113","294.7226","310.3327","310.5378","328.5903","335.9673","352.4974","367.8339","358.3338","371.5076","340.1206","300.4025","287.7519","289.521","284.9722","256.3568","255.241","271.5397","263.0479","278.3849","271.7891","254.3514","214.4546","233.1927","238.6544","220.9934","220.0839","",
"Estonia","EST","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","21.3487","21.374","23.2421","26.5529","29.5769","32.1595","33.7661","35.1436","37.4942","38.9954","40.4612","41.5264","41.6931","41.4294","40.3965","39.571","38.5553","37.9292","36.0051","32.7577","40.0401","36.5261","26.6047","21.8922","22.5587","20.6025","21.6259","21.1799","19.0071","17.4201","17.8215","18.2484","17.5188","19.5544","20.0456","20.0689","19.4325","23.0337","20.8808","17.4389","22.2156","22.3356","21.2301","23.6366","22.7514","21.0222","20.5878","21.9647","23.6488","15.4629","12.1329","12.9256","15.0182","11.4741","10.6485","",
"Ethiopia","ETH","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1.1679","1.1716","1.0879","1.1881","1.2027","1.07","1.0653","1.1366","1.1728","1.2185","1.2537","1.3629","1.2505","1.3352","1.2428","1.2923","1.6232","1.9005","1.9845","2.0929","2.1875","2.1659","1.6961","2.159","2.4964","2.8264","3.1872","3.3333","3.5419","3.4961","3.8766","4.7877","4.9217","5.2607","5.7314","5.4729","5.7957","6.3513","6.8646","6.9098","6.8811","7.9585","8.9861","10.4416","12.4047","13.5098","16.0312","15.8736","17.4696","18.4825","18.0158","19.0941","18.3349","19.0165","19.3648","",
"European Union","EUU","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","3506.5941","3518.5621","3664.0267","3856.9309","3798.009","3708.222","3968.5284","3948.9441","4095.0518","4240.3058","4158.8411","3980.1657","3884.7144","3864.3348","3896.1673","3910.4798","3918.131","3961.6496","3954.2708","3960.6927","3805.5183","3754.2713","3610.9401","3545.3483","3534.7675","3586.6918","3686.4856","3614.9685","3607.291","3542.337","3559.5714","3611.7577","3601.4656","3700.612","3707.8763","3685.7828","3702.0419","3664.7579","3576.021","3301.3048","3409.4609","3313.189","3247.5389","3162.9573","3021.9097","3082.0529","3089.9324","3114.6913","3048.6211","2908.383","2638.4092","2818.308","2748.6639","2509.6953","2462.3895","",
"Fragile and conflict affected situations","FCS","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","673.1504","677.4056","710.0264","770.7974","814.4281","817.4709","866.1425","863.0349","917.5865","990.5065","1004.2531","961.2414","963.7301","972.8769","988.7226","998.4689","1025.8596","1055.8305","1072.1678","1083.9382","1162.1504","1117.74","1057.5866","1005.4874","936.8107","947.785","908.9291","910.8945","863.5858","843.6549","873.315","898.8586","889.2289","925.5136","915.4584","927.1223","922.3538","920.9649","941.312","886.2083","957.9195","971.054","1008.7858","1018.973","983.0354","907.6416","919.1941","914.9485","945.57","938.0153","845.7532","880.9717","836.8314","857.4115","869.0042","",
"Finland","FIN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","41.572","40.985","44.3527","48.4255","44.6127","44.7652","51.0046","50.6811","57.1301","56.8955","57.4224","48.014","46.2679","44.6821","46.026","50.4606","50.566","55.2279","53.8721","53.8933","56.2262","56.911","54.0942","55.3688","62.0931","58.7506","64.9367","62.7435","59.5425","58.898","57.5279","63.5758","65.7268","74.0954","70.4547","58.2464","69.8556","68.0689","59.8279","57.0808","65.8469","58.2223","52.3267","53.3313","49.4416","45.9758","48.8071","46.0759","47.4392","44.1412","39.474","39.3124","37.1238","32.8867","31.1074","",
"Fiji","FJI","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.7117","0.7206","0.769","0.9152","1.107","0.92","0.9052","0.9594","0.9581","1.026","1.1008","1.1237","1.0942","0.9051","0.7546","0.845","0.8684","0.7884","0.7779","0.9006","1.0082","0.886","0.9929","1.0732","1.1225","1.1126","1.1642","1.2026","1.1921","1.2757","1.4433","1.5636","1.2938","1.5253","1.979","1.7308","1.8608","1.7241","1.2917","1.0635","1.6965","1.2454","1.2052","1.3731","1.5599","1.6172","1.5925","1.5406","1.6549","1.619","1.0743","1.3427","1.4343","1.4378","1.5067","",
"France","FRA","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","469.2134","481.3232","498.8697","535.5095","516.7665","476.2512","521.7505","503.1813","521.1912","528.7621","506.7875","456.4464","435.3968","416.2645","404.6958","394.4331","382.3247","375.4933","375.5619","390.0761","384.9829","410.0389","396.6334","376.973","372.6743","381.7508","396.4221","388.1392","410.1113","403.8509","400.866","404.9849","399.5764","404.4794","405.5101","407.7638","397.0172","389.8648","382.575","369.9379","377.2787","363.6897","365.0236","360.1587","326.9509","332.1533","334.7732","338.709","328.5501","322.9043","287.0868","316.7044","307.6802","284.1541","274.4505","",
"Faroe Islands","FRO","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0009","0.0009","0.001","0.001","0.0011","0.0011","0.0012","0.0012","0.0012","0.0013","0.0013","0.0013","0.0014","0.0014","0.0014","0.0014","0.0015","0.0015","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0017","0.0017","0.0017","0.0017","0.0018","0.0018","0.0018","0.0019","0.0019","0.0019","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.0021","0.0021","0.0021","0.0021","0.0021","0.0021","0.0021","",
"Micronesia, Fed. Sts.","FSM","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","",
"Gabon","GAB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.6038","1.1169","1.2037","3.8555","3.9575","5.0974","5.9132","5.8445","6.4961","6.3995","6.152","6.4752","6.4583","5.9314","6.8603","7.8407","5.6285","4.7994","4.9602","6.2587","6.1713","4.9342","4.9722","5.083","5.0462","5.671","6.333","6.0492","6.9234","6.5904","6.6039","6.741","6.4721","7.3423","6.6252","6.3917","5.7072","5.1756","5.5191","5.4491","5.9582","5.82","5.89","6.0777","6.2671","6.4413","6.559","5.7489","5.4109","5.6528","5.5287","5.3647","5.5833","5.1205","5.1985","",
"United Kingdom","GBR","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","673.6238","668.8829","657.9363","690.2576","644.8741","623.8983","630.0507","638.55","636.7127","672.8972","608.5571","589.2504","573.3333","566.5014","550.2016","576.7909","590.7844","595.436","593.1433","579.5365","582.6078","591.7363","578.4391","562.3975","554.8788","548.3394","567.624","546.7394","547.4062","544.0076","551.9584","563.115","547.1609","560.7371","561.1737","559.5236","559.9305","550.4176","533.9109","483.4698","500.7484","459.2066","481.3898","470.2197","430.6573","415.8847","391.8614","380.7118","373.8821","359.0131","319.6964","337.9148","324.9949","304.7866","292.4194","",
"Georgia","GEO","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","23.9321","23.655","25.1287","26.6438","27.9271","29.9344","30.4339","30.7376","31.5341","32.6217","33.5034","33.9039","33.4992","32.9222","32.6367","32.1987","31.9135","32.3234","31.8384","30.6526","34.4907","26.6125","20.9244","16.7497","10.9231","8.5229","6.9003","6.0515","5.4875","4.8888","5.2126","3.8788","3.5935","3.9559","4.3124","4.9793","5.6816","6.5959","5.681","6.4713","6.3124","7.5848","8.2738","9.1493","9.8404","10.647","11.0252","11.1709","11.137","11.9227","11.5406","12.3432","13.463","13.5563","13.4674","",
"Ghana","GHA","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2.3446","2.3843","2.4963","2.5508","2.7186","2.8941","2.9599","3.0552","2.9713","2.635","2.6631","3.1744","2.7334","1.7269","2.0009","2.3412","2.5388","2.7069","2.8426","3.1715","3.1311","2.903","3.4273","3.5358","3.7637","4.0443","4.3906","4.6174","6.2701","6.8427","6.0172","6.5036","7.6803","7.2083","6.7168","7.1058","8.6407","9.1225","8.6514","9.9181","11.128","11.9922","14.4756","15.3977","14.8352","15.6106","16.04","17.3725","19.0565","20.2766","22.9458","24.4916","23.7878","23.2246","24.171","",
"Gibraltar","GIB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0695","0.0695","0.0596","0.06","0.06","0.063","0.0625","0.0594","0.0562","0.0788","0.094","0.0876","0.0976","0.0882","0.0849","0.0912","0.1171","0.1286","0.1439","0.1375","0.1438","0.203","0.241","0.2441","0.2882","0.2819","0.2882","0.2975","0.3132","0.3257","0.3412","0.35","0.3562","0.3625","0.3938","0.4063","0.425","0.4218","0.4311","0.4717","0.4748","0.4592","0.4686","0.4998","0.5373","0.5872","0.6123","0.6498","0.6897","0.7174","0.6394","0.6416","0.6357","0.6292","0.6351","",
"Guinea","GIN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.4594","0.4622","0.4647","0.4807","0.5137","0.5305","0.5501","0.57","0.5819","0.6615","0.6504","0.6161","0.586","0.6462","0.6285","0.5891","0.7371","1.0722","1.0063","0.9064","0.947","0.923","0.8258","0.8505","0.8643","0.8809","0.9112","0.9158","0.9518","0.9959","1.4601","1.5754","1.698","1.7983","1.8304","1.7523","1.8567","1.9398","2.062","2.1879","2.5103","2.6535","2.5111","2.2699","2.3734","2.8673","3.2295","3.2701","3.7415","4.814","5.3934","5.0777","5.2208","5.0264","5.2054","",
"Gambia, The","GMB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0793","0.0793","0.0789","0.0817","0.0882","0.0916","0.095","0.0984","0.0999","0.1153","0.1132","0.1084","0.1007","0.1103","0.1161","0.1157","0.1088","0.1858","0.1706","0.1574","0.1226","0.1535","0.1303","0.1365","0.1567","0.1497","0.155","0.154","0.1678","0.1751","0.2662","0.2982","0.3097","0.3156","0.3268","0.3318","0.3678","0.3873","0.391","0.4342","0.4408","0.4636","0.4444","0.4463","0.4838","0.509","0.5138","0.5236","0.4603","0.465","0.422","0.4776","0.4949","0.4738","0.4923","",
"Guinea-Bissau","GNB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0442","0.0442","0.044","0.0455","0.0491","0.051","0.0528","0.0547","0.0555","0.0639","0.0628","0.0602","0.056","0.0612","0.0783","0.0876","0.0785","0.1829","0.1935","0.181","0.169","0.2127","0.1901","0.2042","0.2035","0.2092","0.2066","0.2152","0.2202","0.2297","0.2011","0.2115","0.2233","0.2645","0.2697","0.2753","0.2891","0.3073","0.2916","0.3091","0.3138","0.3184","0.3202","0.3295","0.3412","0.3625","0.3788","0.3066","0.3526","0.3566","0.3363","0.336","0.3439","0.3293","0.3422","",
"Equatorial Guinea","GNQ","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0416","0.0416","0.0479","0.0289","0.0352","0.0382","0.0383","0.0383","0.0734","0.0704","0.0642","0.0832","0.064","0.0419","0.045","0.0422","0.0484","0.0515","0.0579","0.0772","0.0711","0.0741","0.0741","0.0772","1.2117","1.2873","1.4079","1.9362","2.3542","2.5728","2.7446","3.6006","3.2122","3.5906","6.2799","6.3957","6.3863","7.1364","6.6067","5.4778","5.7159","5.9609","5.61","5.7233","5.7179","5.4069","5.3893","4.887","5.3152","5.1224","4.9101","5.0308","5.0888","4.7651","4.8269","",
"Greece","GRC","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","28.9447","29.9941","36.8155","39.3849","38.597","40.5989","45.5512","47.7732","50.3903","53.3027","53.4147","53.0951","54.2343","57.7187","59.0416","62.455","62.0481","67.2378","71.7444","76.4255","77.9104","77.9367","80.0652","79.5932","81.2126","84.2607","84.2499","85.2014","88.6552","88.9042","96.0663","98.1212","98.0879","101.8453","101.5903","103.6398","102.3866","106.0063","101.836","96.2178","89.0981","86.1447","81.555","73.8775","71.0085","69.4522","68.1612","68.3839","66.5357","61.4927","52.3606","53.7151","55.1164","51.2379","52.5087","",
"Grenada","GRD","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0114","0.0114","0.0138","0.0139","0.0124","0.0149","0.0136","0.0149","0.0149","0.0148","0.0146","0.019","0.0178","0.0174","0.0193","0.0194","0.0233","0.0307","0.0341","0.035","0.0509","0.0511","0.0529","0.0595","0.0695","0.0625","0.0667","0.0909","0.0793","0.0803","0.0574","0.0583","0.0634","0.0696","0.0664","0.0713","0.0813","0.0905","0.0989","0.1063","0.1188","0.0919","0.0951","0.1226","0.11","0.1171","0.1276","0.128","0.1435","0.1804","0.1536","0.1608","0.1694","0.1699","0.1759","",
"Greenland","GRL","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0008","0.0008","0.0008","0.0009","0.0009","0.0009","0.0009","0.0009","0.0009","0.0009","0.0009","0.001","0.001","0.001","0.001","0.001","0.0011","0.0011","0.0011","0.0011","0.0011","0.0012","0.0012","0.0012","0.0012","0.0012","0.0013","0.0013","0.0013","0.0013","0.0013","0.0014","0.0014","0.0014","0.6039","0.6108","0.6246","0.6153","0.6323","0.5504","0.6428","0.6829","0.5389","0.5374","0.4808","0.5188","0.5159","0.5031","0.5083","0.5239","0.5275","0.5484","0.5904","0.5849","0.5941","",
"Guatemala","GTM","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","2.5031","2.502","2.7444","2.9141","3.0229","3.324","3.295","3.777","4.1761","4.6554","4.6703","4.0368","3.6898","3.1342","3.5176","3.6965","3.2106","3.5898","3.5282","3.7605","3.9193","4.1439","4.8583","5.388","5.8233","6.7944","6.6692","6.9722","8.702","8.6453","9.6791","10.1703","10.6383","10.6273","10.8357","11.7657","11.9282","12.6993","11.5613","12.1995","11.7791","12.1427","12.5792","13.5353","14.5357","16.9576","18.0238","17.0573","18.7397","19.663","17.6187","20.2047","18.9518","20.1279","20.3694","",
"Guam","GUM","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.0001","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0002","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0002","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0002","0.0002","0.0003","0.0003","0.0003","0.0004","0.0004","0.0003","0.0003","0.0003","0.0003","",
"Guyana","GUY","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1.5025","1.5025","1.5246","1.7661","1.5581","1.8403","1.8655","1.8685","1.7606","1.6812","1.7731","1.7728","1.4426","1.2941","1.4026","1.4407","1.3645","1.3454","1.3954","1.234","1.1737","1.1459","1.0825","1.0888","1.4149","1.5324","1.5818","1.724","1.7494","1.7376","1.6621","1.6456","1.6237","1.6197","1.6735","1.4834","1.3346","1.607","1.6055","1.629","1.7612","1.8334","2.0026","1.9774","2.0651","2.0746","2.4564","2.4688","2.5808","2.7934","3.3298","3.3211","3.684","3.7405","3.7886","",
"High income","HIC","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","11854.4958","11763.4106","12331.1455","13031.4165","12840.0384","12536.7018","13269.8165","13545.4334","13823.8096","14134.2845","13832.8227","13494.0875","13107.3051","13108.3835","13453.5838","13559.7689","13624.6325","13946.8246","14390.6046","14552.9746","14556.0018","14494.0037","14297.5848","14201.1438","14210.2569","14337.9671","14668.7083","14788.4659","14789.7128","14909.9647","15214.828","15260.264","15178.8329","15503.4858","15649.6813","15715.1271","15701.9907","15877.6313","15576.8088","14669.3577","15351.6095","15242.5804","15059.63","15089.3607","14894.3845","14857.7021","14731.2997","14714.049","14810.9199","14488.9312","13377.0749","14104.5489","14027.1412","13557.3502","13596.6177","",
"Hong Kong SAR, China","HKG","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","9.5265","9.5651","9.851","9.938","11.388","11.269","13.0826","15.1682","16.1709","15.1205","15.5567","16.7403","19.0541","22.553","24.9218","25.9433","29.7936","29.8113","33.3543","34.2738","35.0443","38.4969","43.4927","44.4638","38.1388","38.6275","36.0962","34.41","42.5728","45.5399","41.901","41.8569","40.9513","44.5174","40.7516","43.0054","42.4322","44.4311","43.1304","45.1455","42.2277","45.1822","44.647","46.1858","47.5543","44.2455","45.0794","44.1348","44.0591","43.5082","34.0619","34.5373","32.1322","34.1194","34.6162","",
"Honduras","HND","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","1.221","1.2213","1.2732","1.4011","1.3743","1.4802","1.556","1.6896","1.7067","1.8073","1.8682","1.7825","1.7531","2.0157","2.0639","1.8622","1.8977","2.1036","2.2516","2.4993","2.3604","2.3774","2.6744","2.8039","3.2016","3.782","4.0085","4.1178","4.7681","4.8314","5.0003","5.8868","6.2176","6.8829","7.8297","7.0955","8.1471","8.667","8.6651","8.1702","7.9832","9.491","9.9296","10.1202","9.9347","10.8188","9.7321","9.3472","9.0061","10.1525","9.222","10.3706","10.5707","11.8491","12.2928","",
"Heavily indebted poor countries (HIPC)","HPC","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","42.2552","43.0575","45.1011","54.5394","58.8996","54.4604","55.6973","52.0923","51.1474","50.3955","52.4871","52.8241","50.9763","55.2201","54.2339","55.6745","56.991","58.0563","58.283","59.5125","59.9558","58.5893","58.7908","60.0481","64.7291","67.9111","72.7047","78.9805","82.6873","84.8107","85.0433","89.6683","93.9441","97.6364","102.9049","108.1827","117.7943","126.9091","133.5516","141.3121","152.5948","166.3951","177.3274","184.8842","193.4491","210.2328","223.9706","234.0451","247.2205","259.3434","256.1541","278.5806","288.2233","289.1843","298.875","",
"Croatia","HRV","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","15.8791","16.1132","15.7912","17.3248","18.6624","19.7116","19.4151","19.838","21.3755","22.4352","20.8154","22.6369","23.8138","27.6031","27.8815","28.6557","31.1825","30.4092","33.4219","31.9666","24.0236","17.7393","16.3882","16.6468","15.9744","16.5015","17.2043","18.3106","19.0275","19.9381","19.378","20.5434","21.359","22.7487","22.7281","22.8507","23.0366","24.5057","23.3221","21.6731","20.9405","20.4541","18.7872","18.3813","17.6771","18.0245","18.2746","18.7971","17.7661","17.9722","17.1915","17.5067","17.6346","18.6644","18.6796","",
"Haiti","HTI","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","0.5336","0.5385","0.5228","0.5501","0.5992","0.606","0.8111","0.8469","0.8864","0.8686","0.8591","0.7533","0.893","0.9832","1.0128","1.047","0.9791","1.0568","1.1321","1.1616","1.1416","1.1141","1.0366","0.8775","0.4142","1.1266","1.2806","1.4957","1.5327","1.603","1.6951","1.728","1.9515","1.9374","1.7908","1.8291","1.8514","2.1838","2.1633","2.1233","2.5989","2.9444","2.7586","2.9774","3.2283","3.494","3.578","3.5867","3.5577","3.5949","3.4445","3.4083","3.3893","3.3805","3.5138","",
"Hungary","HUN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","66.2777","67.9282","70.0556","74.8751","76.9219","78.4156","82.3874","86.2845","93.6996","92.3405","91.6088","90.3652","90.5594","86.8456","88.4117","88.3526","86.9606","88.0673","83.3609","81.112","72.3253","68.4316","61.7189","62.7128","62.4597","62.3673","63.5949","62.3043","62.2073","62.6148","59.4623","61.0051","59.9824","62.681","60.8195","61.2153","60.6797","59.1451","57.8384","51.7014","52.3463","51.4367","47.6527","44.7966","44.8322","47.541","48.2651","51.1346","51.2595","51.5028","49.6521","50.986","47.5733","42.9776","42.6269","",
"IBRD only","IBD","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","4858.3491","4878.7616","5144.4582","5473.4322","5688.7885","6077.1719","6390.022","6708.0793","7172.173","7365.7644","7485.1608","7438.1342","7620.8129","7798.6922","8091.3281","8250.179","8561.4594","8952.3783","9251.9309","9432.3187","9803.8167","9893.93859999999","9780.1762","9787.958","9786.0616","10215.0444","10273.2572","10413.1955","10496.1905","10521.1698","10895.6889","11169.6235","11602.6851","12560.1685","13577.2996","14537.3383","15548.3107","16487.4251","16954.3759","17350.971","18650.7533","19890.038","20561.6684","21129.6554","21444.8878","21323.0323","21417.9112","21961.4893","22784.9265","23217.0499","22792.5059","24147.9352","24350.696","25256.2848","25730.9744","",
"IDA & IBRD total","IBT","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","5059.3291","5094.2026","5379.8386","5737.8464","5984.2233","6358.087","6687.3854","6999.8252","7473.7434","7708.2234","7831.9885","7774.4844","7961.5734","8152.2731","8452.9546","8624.9719","8948.7958","9361.7938","9678.1235","9869.3313","10258.6094","10359.4572","10244.6292","10251.8414","10245.7397","10690.915","10784.2779","10930.8881","11032.118","11074.8171","11474.4767","11767.8975","12199.4608","13174.2726","14216.2739","15195.753","16231.2428","17195.0303","17679.1856","18066.1189","19407.0902","20679.5121","21343.3299","21926.7279","22276.0761","22173.5836","22334.3242","22929.7486","23769.4214","24225.4473","23819.1173","25245.5805","25454.3567","26334.9494","26842.8501","",
"IDA total","IDA","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","200.98","215.441","235.3804","264.4142","295.4348","280.9151","297.3634","291.7459","301.5704","342.459","346.8277","336.3502","340.7605","353.5809","361.6265","374.7929","387.3364","409.4155","426.1926","437.0126","454.7927","465.5186","464.453","463.8834","459.6781","475.8706","511.0207","517.6926","535.9275","553.6473","578.7878","598.274","596.7757","614.1041","638.9743","658.4147","682.9321","707.6052","724.8097","715.1479","756.3369","789.4741","781.6615","797.0725","831.1883","850.5513","916.413","968.2593","984.494899999999","1008.3974","1026.6114","1097.6453","1103.6607","1078.6646","1111.8757","",
"IDA blend","IDB","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","122.6049","136.9077","153.6041","178.4746","205.2204","188.2071","200.627","190.7751","199.0528","233.8522","233.7328","222.6742","225.6555","233.6901","240.6238","253.2521","262.2636","273.4134","287.215","298.0289","308.3828","318.8863","324.8366","329.5776","320.5719","327.0275","350.8959","351.1353","360.3355","372.8318","392.3311","401.6256","392.2155","396.7298","411.733","410.2152","421.0849","426.6176","433.0201","415.1875","440.1736","457.2685","439.8433","458.1854","470.8718","473.68","505.2284","518.2893","509.3423","514.5001","537.153","574.2233","577.3607","550.2248","569.6012","",
"Indonesia","IDN","Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.CO2.MT.CE.AR5","","","","","","","","","","","31.1237","31.4961","37.2634","42.0333","46.9566","48.7947","52.5271","71.7987","84.4666","90.9196","90.5994","95.6587","96.402","95.4221","97.6447","106.0383","117.1036","120.215","128.6681","134.4848","161.7687","174.6593","182.5524","199.8507","212.7475","239.099","252.0076","275.5207","278.2434","295.25","299.0702","319.562","324.9389","353.623","360.1513","362.597","383.4194","401.7934","397.2554","411.3491","443.682","499.9362","504.2572","474.9651","505.0762","512.3973","507.0965","535.7474","596.4692","637.5692","596.2839","622.6868","722.6996","772.5618","812.2042","",
